Document Title,uuid_formula,airtable_uuid,duplicate_flagger
Cigna Advantage 3-Tier Prescription Drug List (CDI) (CA Health Plan),CHIR_IDreco8dzvWMiavZF7e-268500-CACigna Advantage,reco8dzvWMiavZF7e,non_duplicate
Cigna Advantage 4-Tier Prescription Drug List (CDI) (CA Health Plan),CHIR_IDrectHaioBXOsI6cqX-268501-CACigna Advantage,rectHaioBXOsI6cqX,non_duplicate
Cigna Legacy (Standard) 4-Tier Prescription Drug List (Health Plan),CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,receJlrorRcUoCUC9,non_duplicate
Cigna Specialty Legacy (Standard) 4-Tier Prescription Drug List (Health Plan),CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,recLhChQdPINtnJPv,non_duplicate
Cigna Legacy (Standard) 3-Tier Prescription Drug List (CDI) (CA Health Plan),CHIR_IDrec4Qr94xDlYrbRga-268504-CACigna Legacy (S,rec4Qr94xDlYrbRga,non_duplicate
Cigna Legacy (Standard) 3-Tier Prescription Drug List (DHMC) (CA Health Plan),CHIR_IDrecF2s1rGKZjNLRgl-268505-CACigna Legacy (S,recF2s1rGKZjNLRgl,non_duplicate
Cigna Legacy (Standard) 4-Tier Prescription Drug List (CDI) (CA Health Plan),CHIR_IDrecIVRi7gup9Oe04p-268506-CACigna Legacy (S,recIVRi7gup9Oe04p,non_duplicate
Cigna Legacy (Standard) 4-Tier Prescription Drug List (DHMC) (CA Health Plan),CHIR_IDrecdXPtGEJHO8qAel-268507-CACigna Legacy (S,recdXPtGEJHO8qAel,non_duplicate
Cigna Specialty Legacy (Standard) 4-Tier Prescription Drug List (CDI) (CA Health Plan),CHIR_IDrecRiX2gUWorPfloW-268509-CACigna Specialty,recRiX2gUWorPfloW,non_duplicate
Cigna Specialty Legacy (Standard) 4-Tier Prescription Drug List (DHMC) (CA Health Plan),CHIR_IDrecBE4b7RoZccHPkC-268510-CACigna Specialty,recBE4b7RoZccHPkC,non_duplicate
Cigna Legacy (Performance) 3-Tier Prescription Drug List (Health Plan),CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,recQ40lXEB3LnrTmV,non_duplicate
Cigna Legacy (Performance) 4-Tier Prescription Drug List (Health Plan),CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,rec12S6n89bo0pR1H,non_duplicate
Cigna Legacy (Performance) 3-Tier Prescription Drug List (CDI) (CA Health Plan),CHIR_IDrecLf3fWd431A9nHM-268514-CACigna Legacy (P,recLf3fWd431A9nHM,non_duplicate
Cigna Legacy (Performance) 4-Tier Prescription Drug List (CDI) (CA Health Plan),CHIR_IDrecYVBm9MdEPWXQeU-268515-CACigna Legacy (P,recYVBm9MdEPWXQeU,non_duplicate
Cigna Total Savings 3-Tier Prescription Drug List (Health Plan),CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,recSc9PHbFNuB92wa,non_duplicate
Cigna Total Savings 3-Tier Prescription Drug List (CDI) (CA Health Plan),CHIR_IDrec71qAIVXcOAfMpZ-268517-CACigna Total Sav,rec71qAIVXcOAfMpZ,non_duplicate
Cigna National Preferred Prescription Drug List (Health Plan),CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,recRDqVEDerLMP7jF,non_duplicate
Cigna National 3-Tier Prescription Drug List (CDI) (CA Health Plan),CHIR_IDrec3JRUHq6kAMUXBe-268519-CACigna National ,rec3JRUHq6kAMUXBe,non_duplicate
Cigna National 3-Tier Prescription Drug List (DHMC) (CA Health Plan),CHIR_IDrecx3sTGQuwDRV5AK-268520-CACigna National ,recx3sTGQuwDRV5AK,non_duplicate
Preventive Generics Drug List (Health Plan),CHIR_IDrecEuMu18LGL2CX5H-268524-AKPreventive Gene,recEuMu18LGL2CX5H,non_duplicate
Standard Preventive Generics Drug List (Health Plan),CHIR_IDrecWATUCORP8silBG-268526-AKStandard Preven,recWATUCORP8silBG,non_duplicate
Standard Plus Preventive Generics Drug List (Health Plan),CHIR_IDrecI77N6PYJs5zYPq-268527-AKStandard Plus P,recI77N6PYJs5zYPq,non_duplicate
Standard and Performance Preventive Generics Drug List (Health Plan),CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,recuANwgvoPFcpMrm,non_duplicate
Value and Advantage Preventive Generics Drug List (Health Plan),CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,recHL5acZB4MwThLP,non_duplicate
Legacy (Standard) and Legacy (Performance) Preventive Generics Drug List (Health Plan),CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,recIjID5czWzbR1pX,non_duplicate
Standard and Performance Preventive Drug List (Health Plan),CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,recz2TOibqNJzGEDX,non_duplicate
Legacy (Standard) and Legacy (Performance) Preventive Drug List (Health Plan),CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,receaPYwYqvhwfdbY,non_duplicate
Value and Advantage Preventive Drug List (Health Plan),CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,recy6gS3Y8oF9iVFd,non_duplicate
Standard Preventive Drug List (Health Plan),CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,reccbA3CpSYRKM9Bt,non_duplicate
Standard Plus Preventive Drug List (Health Plan),CHIR_IDrecMwKKuVNA7J7R3e-268536-AKStandard Plus P,recMwKKuVNA7J7R3e,non_duplicate
High Value Plan Chronic Medication List (Health Plan),CHIR_IDrecrxXJ1cd5KZTIe9-268569-AKHigh Value Plan,recrxXJ1cd5KZTIe9,non_duplicate
Standard Opt Out Plan and Basic Control Plan Preventive Medication List (Health Plan),CHIR_IDrecsqWDaJVoKA03wz-268573-AKStandard Opt Ou,recsqWDaJVoKA03wz,non_duplicate
Advanced Control Chronic Medication List (Health Plan),CHIR_IDrecsaT7uk4vfqZNdX-268576-AKAdvanced Contro,recsaT7uk4vfqZNdX,non_duplicate
Advanced Control Excluded Drug List (Health Plan),CHIR_IDrecoqZqkKyzGziauW-268577-AKAdvanced Contro,recoqZqkKyzGziauW,non_duplicate
Anthem Bronze Pathway HMO 5000 (Individual) (OH),CHIR_IDrecn2cyAMvrW9HBSi-268709-OHAnthem Bronze P,recn2cyAMvrW9HBSi,non_duplicate
Anthem Bronze Pathway HMO 5500 Online Plus (Individual) (OH),CHIR_IDrecjmuTfTQJ0F1gZE-268711-OHAnthem Bronze P,recjmuTfTQJ0F1gZE,non_duplicate
Anthem Bronze Pathway HMO 6000/20% for HSA (Individual) (OH),CHIR_IDrecGhg7frbJa7xUJ7-268734-OHAnthem Bronze P,recGhg7frbJa7xUJ7,non_duplicate
Anthem Bronze Pathway HMO 6850/0% for HSA (Individual) (OH),CHIR_IDrec5eWuyg6kzNfhB5-268735-OHAnthem Bronze P,rec5eWuyg6kzNfhB5,non_duplicate
Anthem Bronze Pathway HMO 8550 (Individual) (OH),CHIR_IDrecl9YssCJxdzmr9Z-268736-OHAnthem Bronze P,recl9YssCJxdzmr9Z,non_duplicate
Anthem Silver 70 Off Exchange HMO (Individual) (CA),CHIR_IDrecLa3C31kT8ncOwI-268739-CAAnthem Silver 7,recLa3C31kT8ncOwI,non_duplicate
Anthem Silver Pathway HMO 2600 (Individual) (CA),CHIR_IDrecXCWPqAxGelJdBo-268741-OHAnthem Silver P,recXCWPqAxGelJdBo,non_duplicate
Anthem Silver Pathway HMO 3000 (Individual) (CA),CHIR_IDrecqsozNPZftxBhze-268742-OHAnthem Silver P,recqsozNPZftxBhze,non_duplicate
Anthem Silver Pathway HMO 3500 (Individual) (CA),CHIR_IDrecXG0SYY0KDnYA4R-268754-OHAnthem Silver P,recXG0SYY0KDnYA4R,non_duplicate
Anthem Silver Pathway HMO 4000 Online Plus (Individual) (OH),CHIR_IDrecCOn4uoU4kxRtP2-268759-OHAnthem Silver P,recCOn4uoU4kxRtP2,non_duplicate
Anthem Silver Pathway HMO 4500 (Individual) (OH),CHIR_IDrecHgcemWygqhEcx9-268770-CAAnthem Silver P,recHgcemWygqhEcx9,non_duplicate
Anthem Silver Pathway HMO 5000 (Individual) (OH),CHIR_IDreccDfu9y1JEZpdpQ-268774-OHAnthem Silver P,reccDfu9y1JEZpdpQ,non_duplicate
Anthem Silver Pathway HMO 6100/0% for HSA (Individual) (OH),CHIR_IDrecByIONjVnZaNJjj-268776-OHAnthem Silver P,recByIONjVnZaNJjj,non_duplicate
Anthem Silver Pathway HMO 6900/25% (Individual) (OH),CHIR_IDrecmNHaXCHTw1Npii-268780-OHAnthem Silver P,recmNHaXCHTw1Npii,non_duplicate
Diabetes (Dipeptidyl Peptidase-4 Inhibitors),CHIR_IDreckKc2yKyBG9gwt6-269721-AKDiabetes (Dipep,reckKc2yKyBG9gwt6,non_duplicate
Diabetes (Dipeptidyl Peptidase-4 Inhibitors) Preferred,CHIR_IDrec4TtgvJq0dR5Kui-269722-AKDiabetes (Dipep,rec4TtgvJq0dR5Kui,non_duplicate
Diabetes (Metformin),CHIR_IDrect9WbfNqaZ6J7UB-269726-AKDiabetes (Metfo,rect9WbfNqaZ6J7UB,non_duplicate
Diabetes (Sodium Glucose Co-Transporter-2/Dipeptidyl Peptidase-4 Inhibitors),CHIR_IDrecVToImMYaGO1CKg-269727-AKDiabetes (Sodiu,recVToImMYaGO1CKg,non_duplicate
Diabetes (Sodium Glucose Co-Transporter-2 Inhibitors),CHIR_IDrecrtIqYn6d2QK02g-269728-AKDiabetes (Sodiu,recrtIqYn6d2QK02g,non_duplicate
Diabetes (Thiazolidinedione),CHIR_IDrecJSxylc4ly0PVLt-269729-AKDiabetes (Thiaz,recJSxylc4ly0PVLt,non_duplicate
California Small Group 4-Tier HMO and PPO Prescription Drug List (Health Plan),CHIR_IDrec2NEXwneyFj4Q5A-269769-CACalifornia Smal,rec2NEXwneyFj4Q5A,non_duplicate
California Advantage Large Group 3-Tier HMO and PPO Prescription Drug List (Health Plan),CHIR_IDrech72VW0dP8F2gfV-269770-CACalifornia Adva,rech72VW0dP8F2gfV,non_duplicate
California Advantage Large Group 4-Tier HMO and PPO Prescription Drug List (Health Plan),CHIR_IDrecuEaOn75poIHbWa-269771-CACalifornia Adva,recuEaOn75poIHbWa,non_duplicate
Condition Care Rx Program Drug List (FL Health Plan),CHIR_IDrecbbX93MtYy9DwSa-269772-AKCondition Care ,recbbX93MtYy9DwSa,non_duplicate
Limited Distribution Drug List (FL Health Plan),CHIR_IDrecuxCiUQFKBH51S7-269773-AKLimited Distrib,recuxCiUQFKBH51S7,non_duplicate
Oral Chemotherapy List (FL Health Plan),CHIR_IDrec2EEBqvBEoLYxKS-269774-AKOral Chemothera,rec2EEBqvBEoLYxKS,non_duplicate
Preventive Vaccine List (FL Health Plan),CHIR_IDrecRgY0IzLq89oz28-269775-AKPreventive Vacc,recRgY0IzLq89oz28,non_duplicate
Preventive Medication List (FL Health Plan),CHIR_IDrec87PalO9faTJLdR-269776-AKPreventive Medi,rec87PalO9faTJLdR,non_duplicate
Women's Preventive Services and Device List (FL Health Plan),CHIR_IDrecVeSfnYtTWkC0L3-269777-AKWomen's Prevent,recVeSfnYtTWkC0L3,non_duplicate
Master Precertification List (Individuals and Families),CHIR_IDrecqhB4oDc97sz4rA-269917-ALMaster Precerti,recqhB4oDc97sz4rA,non_duplicate
General PA Form (NV),CHIR_IDrecUa9Ml6ZijwzxiM-269953-NVGeneral PA Form,recUa9Ml6ZijwzxiM,non_duplicate
Cushingâ€™s (Korlym) (Preferred),CHIR_IDrecuifsxiV9wtmbcv-270026-AKCushingâ€™s (Ko,recuifsxiV9wtmbcv,non_duplicate
Diabetes (Glucagon-Like Peptide-1 Agonists),CHIR_IDrecEHzlT6o7L0DhH7-270035-AKDiabetes (Gluca,recEHzlT6o7L0DhH7,non_duplicate
Diabetes (Symlin),CHIR_IDrecfh9ORsUJY4VL7X-270036-AKDiabetes (Symli,recfh9ORsUJY4VL7X,non_duplicate
Metformin Extended Release Dispensing Limit,CHIR_IDrecZsc93DvAOdyceZ-270073-AKMetformin Exten,recZsc93DvAOdyceZ,non_duplicate
Multiple Procedures,CHIR_IDrecT6rV3tapth1wt6-270102-AKMultiple Proced,recT6rV3tapth1wt6,non_duplicate
National Direct Drug List Medication Alternatives (NY),CHIR_IDreczrqZIP5My5CWrJ-270421-NYNational Direct,reczrqZIP5My5CWrJ,non_duplicate
Appropriate Patient Discharge Status for Type of Bill (Facility) (Individual Exchange),CHIR_IDrecVYASNUflYKi58z-270506-AZAppropriate Pat,recVYASNUflYKi58z,non_duplicate
Assistant-at-Surgery Services (Professional) (Individual Exchange),CHIR_IDrec11nt5DbQOMLzLN-270507-AZAssistant-at-Su,rec11nt5DbQOMLzLN,non_duplicate
Bilateral Procedures (Facility) (Individual Exchange),CHIR_IDrechFIR2cdRZEz1iw-270509-AZBilateral Proce,rechFIR2cdRZEz1iw,non_duplicate
Facility Billing (Facility) (Individual Exchange),CHIR_IDrecURnUXyJOggV7HV-270521-AZFacility Billin,recURnUXyJOggV7HV,non_duplicate
"Health Care Acquired Conditions and Present on Admission, Facility (Individual Exchange)",CHIR_IDrecGcTby8sVBS1k0a-270524-AZHealth Care Acq,recGcTby8sVBS1k0a,non_duplicate
Oral Oncology Agents (Commercial),CHIR_IDrecd1Px1GsxCO7qSn-271070-FLOral Oncology A,recd1Px1GsxCO7qSn,non_duplicate
DPP-4 Inhibitors and Combinations (Commercial),CHIR_IDreck7ot63ycu1CfET-271147-FLDPP-4 Inhibitor,reck7ot63ycu1CfET,non_duplicate
Insulin Pump (Commercial),CHIR_IDrecUA8BoeHPewj6c2-271170-ILInsulin Pump (C,recUA8BoeHPewj6c2,cross_state_duplicate
Insulin Pump (Commercial),CHIR_IDrecAw7sKsnT5HZ11c-271170-TXInsulin Pump (C,recAw7sKsnT5HZ11c,cross_state_duplicate
Insulin Pump (Commercial),CHIR_IDrec3aERDy3cnBguxO-271171-ILInsulin Pump (C,rec3aERDy3cnBguxO,cross_state_duplicate
Insulin Pump (Commercial),CHIR_IDrecfpHdsD175KKfTR-271171-TXInsulin Pump (C,recfpHdsD175KKfTR,cross_state_duplicate
DPP-4 Inhibitors and Combinations (Commercial),CHIR_IDrecF7ze4PK3qXINA7-271191-ILDPP-4 Inhibitor,recF7ze4PK3qXINA7,cross_state_duplicate
DPP-4 Inhibitors and Combinations (Commercial),CHIR_IDrecmqwxXynDx9vRsi-271191-TXDPP-4 Inhibitor,recmqwxXynDx9vRsi,cross_state_duplicate
DPP-4 Inhibitors and Combinations (Commercial),CHIR_IDrecmo5QEt3voj01TR-271192-ILDPP-4 Inhibitor,recmo5QEt3voj01TR,cross_state_duplicate
DPP-4 Inhibitors and Combinations (Commercial),CHIR_IDrecuIEzeSaQGuR5Fm-271192-TXDPP-4 Inhibitor,recuIEzeSaQGuR5Fm,cross_state_duplicate
Maintenance Medicine List (Health Plan),CHIR_IDrecMwQ3XRhL1h8taI-271218-AKMaintenance Med,recMwQ3XRhL1h8taI,non_duplicate
"Lyumjev and Lyumjev Kwikpen (OR, WA)",CHIR_IDrecWWil42lsc3BXPk-271367-ORLyumjev and Lyu,recWWil42lsc3BXPk,non_duplicate
"Fiasp and Fiasp Flextouch (OR, WA)",CHIR_IDrec5cLx4dtBzhy0DS-271368-ORFiasp and Fiasp,rec5cLx4dtBzhy0DS,non_duplicate
"Outpatient Rehabilitation Therapy Services, Facility (Commercial, Individual Exchange)",CHIR_IDrecIHOWyVMPkPKe1O-271493-AKOutpatient Reha,recIHOWyVMPkPKe1O,non_duplicate
Formulary Exception Criteria for Non-Covered Products,CHIR_IDrecxvNal3RjbYbQZx-271682-AKFormulary Excep,recxvNal3RjbYbQZx,non_duplicate
"High Level Evaluation and Management Services with a Diagnosis of No Abnormal Findings (WA Commercial, Medicare)",CHIR_IDrecmgg2SF4mJWfLWI-271929-WAHigh Level Eval,recmgg2SF4mJWfLWI,non_duplicate
Clinical Care Programs Referral (Commercial),CHIR_IDrecSjZpB3wCFN9u2q-271935-FLClinical Care P,recSjZpB3wCFN9u2q,non_duplicate
"Surgical Codes - Anatomical Modifiers (WA Commercial, Medicare)",CHIR_IDrecGoN7YEV0RikvnB-271938-WASurgical Codes ,recGoN7YEV0RikvnB,non_duplicate
Nonphysician Health Care Professionals Billing E/M Codes (Professional),CHIR_IDrecPg9yyvO8EF81KN-272593-FLNonphysician He,recPg9yyvO8EF81KN,non_duplicate
T-Status Codes (Commercial),CHIR_IDrecH7kembf74s4x2X-272594-FLT-Status Codes ,recH7kembf74s4x2X,non_duplicate
HMO Benefits Guidelines (Commercial),CHIR_IDrecZVsqMizBtQCT7o-272758-CAHMO Benefits Gu,recZVsqMizBtQCT7o,non_duplicate
"Ambulatory Surgery Center Site of Care (WA Commercial, Medicare)",CHIR_IDreccBpFcVNpSzlFUm-273698-WAAmbulatory Surg,reccBpFcVNpSzlFUm,non_duplicate
"Ozempic (OR, WA)","CHIR_IDrecv8vAeJMSTSHvBo-274124-OROzempic (OR, WA",recv8vAeJMSTSHvBo,non_duplicate
"Rybelsus (OR, WA)","CHIR_IDrecme3PkVIp61hl6L-274125-ORRybelsus (OR, W",recme3PkVIp61hl6L,non_duplicate
"Elective Inpatient Services (Commercial, Individual Exchange)",CHIR_IDrecsA5LFLN78IcMJt-275416-AKElective Inpati,recsA5LFLN78IcMJt,non_duplicate
Medical Pharmacy Low Tier Drug List (FL Health Plan),CHIR_IDrec8v4jyRtSdgS91L-276405-AKMedical Pharmac,rec8v4jyRtSdgS91L,non_duplicate
Behavioral Health Coaching and Peer Support Services (Commercial),CHIR_IDrechZFzKMTYiNlUI0-276524-AKBehavioral Heal,rechZFzKMTYiNlUI0,non_duplicate
"Thirty Day Readmission (WA Commercial, Medicare)",CHIR_IDrec3QcxD9WguB7D05-276545-WAThirty Day Read,rec3QcxD9WguB7D05,non_duplicate
Coding Guidelines for Preventive Care Services (Commercial),CHIR_IDrecxeeyiAji1GWmMs-278193-CACoding Guidelin,recxeeyiAji1GWmMs,non_duplicate
"Critical Care when Patient is Discharged to Home (Facility) (WA Commercial, Medicare)",CHIR_IDrec4eofl5h836wQ6y-278519-WACritical Care w,rec4eofl5h836wQ6y,non_duplicate
"Hospital-Acquired Conditions, Never Events & Adverse Events (WA Commercial, Medicare)",CHIR_IDrecH5Bc2pbWPMaWCe-278520-WAHospital-Acquir,recH5Bc2pbWPMaWCe,non_duplicate
"Modifiers JA and JB (WA Commercial, Medicare)",CHIR_IDrecpiOl3lWF5LJWBf-278521-WAModifiers JA an,recpiOl3lWF5LJWBf,non_duplicate
Maximum Units of Service,CHIR_IDrecRUfxh2pZsTIsDn-27893-FLMaximum Units o,recRUfxh2pZsTIsDn,non_duplicate
Plus Plan Value-Based Tier Drug List (Health Plan),CHIR_IDrech6TFyxOA8W5teH-279162-AKPlus Plan Value,rech6TFyxOA8W5teH,non_duplicate
Plus Formulary High Deductible Health Plan (HDHP) Preventive Health Drug List (Health Plan),CHIR_IDrecJrVxCPcPikBFi3-279164-AKPlus Formulary ,recJrVxCPcPikBFi3,non_duplicate
Northern California Commercial HMO Formulary (CA Health Plan),CHIR_IDreckrA5cy2bnt2ioG-281732-CANorthern Califo,reckrA5cy2bnt2ioG,true_duplicate
Northern California Commercial HMO Formulary (CA Health Plan),CHIR_IDrectwWBBN5xzoEHai-281732-CANorthern Califo,rectwWBBN5xzoEHai,true_duplicate
Northern California Commercial HMO Formulary (CA Health Plan),CHIR_IDrecy3OGBfPGeEq5bh-281732-CANorthern Califo,recy3OGBfPGeEq5bh,true_duplicate
Southern California Commercial HMO Formulary (CA Health Plan),CHIR_IDrec1D2BWzyJv6IbTV-281734-CASouthern Califo,rec1D2BWzyJv6IbTV,true_duplicate
Southern California Commercial HMO Formulary (CA Health Plan),CHIR_IDreciKCcbwZUxBpSdv-281734-CASouthern Califo,reciKCcbwZUxBpSdv,true_duplicate
Southern California Commercial HMO Formulary (CA Health Plan),CHIR_IDrecoxtFvLPIHTnRKo-281734-CASouthern Califo,recoxtFvLPIHTnRKo,true_duplicate
"Omnipod EROS Insulin Pump (OR, WA Commercial, Medicare)",CHIR_IDrecRJyD7HKQeGkwLl-282156-OROmnipod EROS In,recRJyD7HKQeGkwLl,non_duplicate
"Omnipod DASH Insulin Pump (OR, WA Commercial, Medicare)",CHIR_IDrecbAT7zKqfcRt205-282157-OROmnipod DASH In,recbAT7zKqfcRt205,non_duplicate
Prescription Drug Prior Authorization or Exception Request,CHIR_IDrecr09zhhuEakIAah-282527-FLPrescription Dr,recr09zhhuEakIAah,non_duplicate
"Afrezza (DC/MD/VA Exchange, MD Medicaid)",CHIR_IDrecfbcd8bICjJcihG-282873-DCAfrezza (DC/MD/,recfbcd8bICjJcihG,non_duplicate
"Antihyperglycemic-Biguanides, Fortamet, Glumetza, Metformin (DC/MD/VA Exchange, MD Medicaid)",CHIR_IDrecfbRH6Nm4QWM7FO-282874-DCAntihyperglycem,recfbRH6Nm4QWM7FO,non_duplicate
"Basaglar, Semglee (DC/MD/VA Exchange, MD Medicaid)","CHIR_IDrecgFJSJQt0jTz9zI-282875-DCBasaglar, Semgl",recgFJSJQt0jTz9zI,non_duplicate
"Insulins (DC/MD/VA Exchange, MD Medicaid)",CHIR_IDrecO9EC1trN6u99x5-282879-DCInsulins (DC/MD,recO9EC1trN6u99x5,non_duplicate
"Levemir, Tresiba, Toujeo (DC/MD/VA Exchange, MD Medicaid)","CHIR_IDrecLauLUG0vhlBbZQ-282881-DCLevemir, Tresib",recLauLUG0vhlBbZQ,non_duplicate
Illinois Uniform Electronic PA Form For Prescription Benefits (Commercial),CHIR_IDrecyGdTBviQqPrwDS-282917-ILIllinois Unifor,recyGdTBviQqPrwDS,non_duplicate
"Office Based Procedures-Site of Service (Commercial, Individual)",CHIR_IDrecfRBYadKNGdMwDo-282929-AKOffice Based Pr,recfRBYadKNGdMwDo,non_duplicate
"Humulin R U-500 Concentrated (OR, WA Commercial, Medicare)",CHIR_IDrec03z9oleLJ41DwV-283416-ORHumulin R U-500,rec03z9oleLJ41DwV,non_duplicate
"InPen Smart Insulin Pen (OR, WA Commercial, Medicare)",CHIR_IDrecOejkKXJXKfoNPb-283418-ORInPen Smart Ins,recOejkKXJXKfoNPb,non_duplicate
GLP-1 Agonists (Commercial),CHIR_IDrec6kwXNeoEfN239x-283466-ILGLP-1 Agonists ,rec6kwXNeoEfN239x,cross_state_duplicate
GLP-1 Agonists (Commercial),CHIR_IDrecSCXnto0D2tMIaz-283466-TXGLP-1 Agonists ,recSCXnto0D2tMIaz,cross_state_duplicate
Glucose Test Strips/Disks and Meters (Commercial),CHIR_IDrecTtyr0ZVXISwfi9-283471-ILGlucose Test St,recTtyr0ZVXISwfi9,cross_state_duplicate
Glucose Test Strips/Disks and Meters (Commercial),CHIR_IDrecNCTGQet5P8GnyY-283471-TXGlucose Test St,recNCTGQet5P8GnyY,cross_state_duplicate
"Administrative Guideline (Commercial, Individual Exchange and Medicare Advantage)",CHIR_IDrecYZL28ZTL2UOquO-283827-AKAdministrative ,recYZL28ZTL2UOquO,non_duplicate
Never Event Hospital Acquired Condition (HAC) in Inpatient Setting,CHIR_IDrec0ciLwxvvGKr4Lc-283918-FLNever Event Hos,rec0ciLwxvvGKr4Lc,non_duplicate
Diabetes Continuous Glucose Monitoring,CHIR_IDrecsPjQpRyXl7cnMD-284481-AKDiabetes Contin,recsPjQpRyXl7cnMD,non_duplicate
Enhanced Plan Essential Drug List PreventiveRx Drug List (CA Commercial),CHIR_IDrecj45EJRJsNoqHsn-284602-CAEnhanced Plan E,recj45EJRJsNoqHsn,non_duplicate
Enhanced Plan Essential Drug List PreventiveRx Drug List (VA Commercial),CHIR_IDrec2AmqshDYnhOhmV-284603-VAEnhanced Plan E,rec2AmqshDYnhOhmV,non_duplicate
Enhanced Plan Essential Drug List PreventiveRx Drug List (Commercial),CHIR_IDrecDXwcni6B8X6u6p-284604-AKEnhanced Plan E,recDXwcni6B8X6u6p,non_duplicate
Enhanced Plan Essential Drug List PreventiveRx Drug List (NY Commercial),CHIR_IDrecsEOXpvlDwveldl-284605-NYEnhanced Plan E,recsEOXpvlDwveldl,non_duplicate
Enhanced Plan National Drug List PreventiveRx Drug List (CA Commercial),CHIR_IDrecCk86i9ByQryVpD-284607-CAEnhanced Plan N,recCk86i9ByQryVpD,non_duplicate
Enhanced Plan National Drug List PreventiveRx Drug List (VA Commercial),CHIR_IDrec9zEyrNFSsRmSvP-284609-VAEnhanced Plan N,rec9zEyrNFSsRmSvP,non_duplicate
Enhanced Plan National Drug List PreventiveRx Drug List (Commercial),CHIR_IDrecdAhnlE1YsUxXZC-284614-AKEnhanced Plan N,recdAhnlE1YsUxXZC,non_duplicate
Enhanced Plan National Drug List PreventiveRx Drug List (NY Commercial),CHIR_IDrecUwFNFWRuJRg8d1-284617-NYEnhanced Plan N,recUwFNFWRuJRg8d1,non_duplicate
Enhanced Plan National Direct Drug List PreventiveRx Drug List (CA Commercial),CHIR_IDrecpzoz18Fmx7YbIc-284619-CAEnhanced Plan N,recpzoz18Fmx7YbIc,non_duplicate
Enhanced Plan National Direct Drug List PreventiveRx Drug List (VA Commercial),CHIR_IDrecBAGPGAymQ15pE1-284625-VAEnhanced Plan N,recBAGPGAymQ15pE1,non_duplicate
Enhanced Plan National Direct Drug List PreventiveRx Drug List (Commercial),CHIR_IDrecXZBBJUtAFOtSbs-284628-AKEnhanced Plan N,recXZBBJUtAFOtSbs,non_duplicate
Enhanced Plan National Direct Drug List PreventiveRx Drug List (NY Commercial),CHIR_IDrecyAHFurwgM7ryaQ-284631-NYEnhanced Plan N,recyAHFurwgM7ryaQ,non_duplicate
Enhanced Plan California Select Drug List PreventiveRx Drug List (Health Plan),CHIR_IDrecIxuKbijECikyGy-284635-CAEnhanced Plan C,recIxuKbijECikyGy,non_duplicate
Select PreventiveRx Plus Enhanced Plan (VA),CHIR_IDrecBQVaXGSB2zGhkl-284639-VASelect Preventi,recBQVaXGSB2zGhkl,non_duplicate
Enhanced Plan New York Select Drug List PreventiveRx Drug List (Commercial),CHIR_IDrec4Mm5cXRy9WHDYb-284641-NYEnhanced Plan N,rec4Mm5cXRy9WHDYb,non_duplicate
DPP4 Inhibitors for Diabetes,CHIR_IDrecFqhX8Fml47e9xv-284850-AKDPP4 Inhibitors,recFqhX8Fml47e9xv,non_duplicate
Glucose Monitoring Supplies,CHIR_IDrecoNQP5yNFaHtgUo-284862-AKGlucose Monitor,recoNQP5yNFaHtgUo,non_duplicate
Continuous Glucose Monitor (Commercial),CHIR_IDrecT2OI08m9lRigEq-284869-ILContinuous Gluc,recT2OI08m9lRigEq,cross_state_duplicate
Continuous Glucose Monitor (Commercial),CHIR_IDrec9V7gtDKZBp3vkf-284869-TXContinuous Gluc,rec9V7gtDKZBp3vkf,cross_state_duplicate
$0 HDHP-HSA Preventive Drug List,CHIR_IDrec0QUeYc9qOBJzua-285700-AK$0 HDHP-HSA Pre,rec0QUeYc9qOBJzua,non_duplicate
