Document Title,Policy subpart,uuid_formula,airtable_uuid,Implanted_Type,CGM_count
"Home Health, Skilled and Custodial Care Services (Individual Exchange)",,"CHIR_IDrecuTJoukNFBElKwM-265957-AZHome Health, Sk",recuTJoukNFBElKwM,no devices,0
Maximum Dosage and Frequency (Individual Exchange),,CHIR_IDrectwYqY7lJ2YI5dE-265994-AZMaximum Dosage ,rectwYqY7lJ2YI5dE,no devices,0
Diabetes Medications: GLP-1 &  Dual GIP/GLP-1 Receptor Agonists (Notification),,CHIR_IDrecFcB8hbSibqmba3-266276-AKDiabetes Medica,recFcB8hbSibqmba3,no devices,0
"Glucagon Products (GlucaGen HypoKit, Gvoke)",,CHIR_IDreccUpW8OVLpB0QnD-267269-AKGlucagon Produc,reccUpW8OVLpB0QnD,no devices,0
Clinical Diagnostic Lab (Professional) (Individual Exchange),,CHIR_IDrecPUT9Q0Q1GHDFFP-267298-AZClinical Diagno,recPUT9Q0Q1GHDFFP,no devices,0
Plus Drug Formulary (Grandfathered DMHC) (Health Plan),,CHIR_IDreci9D4SyC5GKCSou-267380-AKPlus Drug Formu,reci9D4SyC5GKCSou,non-implanted only,8
Plus Drug Formulary (DMHC) (Health Plan),,CHIR_IDrecwEa0txF30LCwQc-267382-AKPlus Drug Formu,recwEa0txF30LCwQc,non-implanted only,8
New York Advantage and Essential Preventive Medications (NY Health Plan),,CHIR_IDrecG5VCwBS7ICGqOF-267548-NYNew York Advant,recG5VCwBS7ICGqOF,no devices,0
New York Traditional and Access Preventive Medications (NY Health Plan),,CHIR_IDrecKyAB3r497QdT77-267549-NYNew York Tradit,recKyAB3r497QdT77,no devices,0
Core Preventive Medication List (Health Plan),,CHIR_IDrecPwib1SM2MdprL7-267550-AKCore Preventive,recPwib1SM2MdprL7,no devices,0
California Access Large Group 3-Tier HMO and PPO Prescription Drug List (Health Plan),,CHIR_IDrecW6OGt16cx9nz7e-267551-CACalifornia Acce,recW6OGt16cx9nz7e,non-implanted only,8
California Access Large Group 4-Tier HMO and PPO Prescription Drug List (Health Plan),,CHIR_IDrecMv3O9c0q911gKP-267552-CACalifornia Acce,recMv3O9c0q911gKP,non-implanted only,8
California Large Group 4-Tier Essential HMO and PPO Prescription Drug List (Health Plan),,CHIR_IDrecxpfyB748fnOumn-267553-CACalifornia Larg,recxpfyB748fnOumn,non-implanted only,8
Louisiana Essential 4-Tier Drug List (Health Plan),,CHIR_IDrecykgzra7JE2sL7o-267554-LALouisiana Essen,recykgzra7JE2sL7o,non-implanted only,8
Texas Essential 4-Tier Drug List (Health Plan),,CHIR_IDreccczwXcarnX9z3T-267555-TXTexas Essential,reccczwXcarnX9z3T,non-implanted only,8
Aetna Health Exchange Plan Pharmacy Drug Guide (Health Plan),,CHIR_IDrecAvjXcYpczUkPx1-268391-AKAetna Health Ex,recAvjXcYpczUkPx1,non-implanted only,2
High End Imaging Site of Care (WA Commercial),,CHIR_IDrech1CmB00PVufLv9-268395-WAHigh End Imagin,rech1CmB00PVufLv9,no devices,0
Standard Opt-Out Plan Prescription Drug List (CA Health Plan),,CHIR_IDrecAXi2XVzlG9ZBUi-268465-CAStandard Opt-Ou,recAXi2XVzlG9ZBUi,both implanted and non-implanted,10
Advanced Control Plan Prescription Drug List (CA Health Plan),,CHIR_IDrecuHhjBy48zfFIAs-268466-CAAdvanced Contro,recuHhjBy48zfFIAs,non-implanted only,2
Aetna Advanced Control Chronic Medication List (Health Plan),,CHIR_IDreciLNOX0WRwG0oLY-268467-AKAetna Advanced ,reciLNOX0WRwG0oLY,non-implanted only,2
Cigna Standard 4-Tier Prescription Drug List (Health Plan),,CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,recSlQXSljxNDjwxP,non-implanted only,6
Cigna Specialty Standard 4-Tier Prescription Drug List (Health Plan),,CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,recFKQWY0a58xrntl,non-implanted only,6
Cigna Standard 3-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecmnXCnXMOZRdmLV-268481-CACigna Standard ,recmnXCnXMOZRdmLV,non-implanted only,8
Cigna Standard 3-Tier Prescription Drug List (DHMC) (CA Health Plan),,CHIR_IDrecynhegPVjTmxsw5-268482-CACigna Standard ,recynhegPVjTmxsw5,non-implanted only,8
Cigna Standard 4-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecLamNQ2VlIRIz2r-268483-CACigna Standard ,recLamNQ2VlIRIz2r,non-implanted only,8
Cigna Standard 4-Tier Prescription Drug List (DHMC) (CA Health Plan),,CHIR_IDreck4PQrMrU1HNgAH-268484-CACigna Standard ,reck4PQrMrU1HNgAH,non-implanted only,8
Cigna Specialty Standard 4-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrec2htHm6fFJXcnVe-268485-CACigna Specialty,rec2htHm6fFJXcnVe,non-implanted only,8
Cigna Specialty Standard 4-Tier Prescription Drug List (DHMC) (CA Health Plan),,CHIR_IDreczN89f6WNs77hqx-268486-CACigna Specialty,reczN89f6WNs77hqx,non-implanted only,8
Cigna Value 4-Tier Prescription Drug List (Health Plan),,CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,recalp2Vf0dSYE8zP,non-implanted only,6
Cigna Specialty Value 4-Tier Prescription Drug List (Health Plan),,CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,recvhsz05Tb03gEcw,non-implanted only,6
Cigna Value 3-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecsV0fdNb8FvaEPw-268491-CACigna Value 3-T,recsV0fdNb8FvaEPw,non-implanted only,8
Cigna Value 3-Tier Prescription Drug List (DHMC) (CA Health Plan),,CHIR_IDrecsVOQur4ZI5L2A9-268492-CACigna Value 3-T,recsVOQur4ZI5L2A9,non-implanted only,8
Cigna Value 4-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecOujHsueib5cDzA-268493-CACigna Value 4-T,recOujHsueib5cDzA,non-implanted only,7
Cigna Value 4-Tier Prescription Drug List (DHMC) (CA Health Plan),,CHIR_IDrecIfPO3U7ZvTTZCs-268494-CACigna Value 4-T,recIfPO3U7ZvTTZCs,non-implanted only,8
Cigna Specialty Value 4-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecsPx1FO1IQwUgn1-268495-CACigna Specialty,recsPx1FO1IQwUgn1,non-implanted only,8
Cigna Specialty Value 4-Tier Prescription Drug List (DHMC) (CA Health Plan),,CHIR_IDrecnYvV4HVyFnTJWs-268496-CACigna Specialty,recnYvV4HVyFnTJWs,non-implanted only,6
Cigna Performance 3-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrec5boxnyE0YH8kjB-268497-CACigna Performan,rec5boxnyE0YH8kjB,non-implanted only,8
Cigna Performance 4-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecsyKu9FxwVFcOyd-268498-CACigna Performan,recsyKu9FxwVFcOyd,non-implanted only,8
Cigna Advantage 3-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDreco8dzvWMiavZF7e-268500-CACigna Advantage,reco8dzvWMiavZF7e,both implanted and non-implanted,10
Cigna Advantage 4-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrectHaioBXOsI6cqX-268501-CACigna Advantage,rectHaioBXOsI6cqX,both implanted and non-implanted,10
Cigna Legacy (Standard) 4-Tier Prescription Drug List (Health Plan),,CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,receJlrorRcUoCUC9,non-implanted only,6
Cigna Specialty Legacy (Standard) 4-Tier Prescription Drug List (Health Plan),,CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,recLhChQdPINtnJPv,non-implanted only,6
Cigna Legacy (Standard) 3-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrec4Qr94xDlYrbRga-268504-CACigna Legacy (S,rec4Qr94xDlYrbRga,non-implanted only,8
Cigna Legacy (Standard) 3-Tier Prescription Drug List (DHMC) (CA Health Plan),,CHIR_IDrecF2s1rGKZjNLRgl-268505-CACigna Legacy (S,recF2s1rGKZjNLRgl,non-implanted only,8
Cigna Legacy (Standard) 4-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecIVRi7gup9Oe04p-268506-CACigna Legacy (S,recIVRi7gup9Oe04p,non-implanted only,5
Cigna Legacy (Standard) 4-Tier Prescription Drug List (DHMC) (CA Health Plan),,CHIR_IDrecdXPtGEJHO8qAel-268507-CACigna Legacy (S,recdXPtGEJHO8qAel,non-implanted only,6
Cigna Specialty Legacy (Standard) 4-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecRiX2gUWorPfloW-268509-CACigna Specialty,recRiX2gUWorPfloW,non-implanted only,6
Cigna Specialty Legacy (Standard) 4-Tier Prescription Drug List (DHMC) (CA Health Plan),,CHIR_IDrecBE4b7RoZccHPkC-268510-CACigna Specialty,recBE4b7RoZccHPkC,non-implanted only,6
Cigna Legacy (Performance) 3-Tier Prescription Drug List (Health Plan),,CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,recQ40lXEB3LnrTmV,non-implanted only,6
Cigna Legacy (Performance) 4-Tier Prescription Drug List (Health Plan),,CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,rec12S6n89bo0pR1H,non-implanted only,6
Cigna Legacy (Performance) 3-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecLf3fWd431A9nHM-268514-CACigna Legacy (P,recLf3fWd431A9nHM,both implanted and non-implanted,9
Cigna Legacy (Performance) 4-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecYVBm9MdEPWXQeU-268515-CACigna Legacy (P,recYVBm9MdEPWXQeU,both implanted and non-implanted,9
Cigna Total Savings 3-Tier Prescription Drug List (Health Plan),,CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,recSc9PHbFNuB92wa,non-implanted only,6
Cigna Total Savings 3-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrec71qAIVXcOAfMpZ-268517-CACigna Total Sav,rec71qAIVXcOAfMpZ,non-implanted only,6
Cigna National Preferred Prescription Drug List (Health Plan),,CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,recRDqVEDerLMP7jF,non-implanted only,6
Cigna National 3-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrec3JRUHq6kAMUXBe-268519-CACigna National ,rec3JRUHq6kAMUXBe,both implanted and non-implanted,10
Cigna National 3-Tier Prescription Drug List (DHMC) (CA Health Plan),,CHIR_IDrecx3sTGQuwDRV5AK-268520-CACigna National ,recx3sTGQuwDRV5AK,both implanted and non-implanted,10
Preventive Generics Drug List (Health Plan),,CHIR_IDrecEuMu18LGL2CX5H-268524-AKPreventive Gene,recEuMu18LGL2CX5H,no devices,0
Standard Preventive Generics Drug List (Health Plan),,CHIR_IDrecWATUCORP8silBG-268526-AKStandard Preven,recWATUCORP8silBG,no devices,0
Standard Plus Preventive Generics Drug List (Health Plan),,CHIR_IDrecI77N6PYJs5zYPq-268527-AKStandard Plus P,recI77N6PYJs5zYPq,no devices,0
Standard and Performance Preventive Generics Drug List (Health Plan),,CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,recuANwgvoPFcpMrm,non-implanted only,6
Value and Advantage Preventive Generics Drug List (Health Plan),,CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,recHL5acZB4MwThLP,non-implanted only,6
Legacy (Standard) and Legacy (Performance) Preventive Generics Drug List (Health Plan),,CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,recIjID5czWzbR1pX,non-implanted only,6
Standard and Performance Preventive Drug List (Health Plan),,CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,recz2TOibqNJzGEDX,non-implanted only,6
Legacy (Standard) and Legacy (Performance) Preventive Drug List (Health Plan),,CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,receaPYwYqvhwfdbY,non-implanted only,6
Value and Advantage Preventive Drug List (Health Plan),,CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,recy6gS3Y8oF9iVFd,non-implanted only,6
Standard Preventive Drug List (Health Plan),,CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,reccbA3CpSYRKM9Bt,no devices,0
Standard Plus Preventive Drug List (Health Plan),,CHIR_IDrecMwKKuVNA7J7R3e-268536-AKStandard Plus P,recMwKKuVNA7J7R3e,no devices,0
High Value Plan Chronic Medication List (Health Plan),,CHIR_IDrecrxXJ1cd5KZTIe9-268569-AKHigh Value Plan,recrxXJ1cd5KZTIe9,non-implanted only,2
Standard Opt Out Plan and Basic Control Plan Preventive Medication List (Health Plan),,CHIR_IDrecsqWDaJVoKA03wz-268573-AKStandard Opt Ou,recsqWDaJVoKA03wz,non-implanted only,2
Advanced Control Excluded Drug List (Health Plan),,CHIR_IDrecoqZqkKyzGziauW-268577-AKAdvanced Contro,recoqZqkKyzGziauW,non-implanted only,2
Diabetes (Dipeptidyl Peptidase-4 Inhibitors),,CHIR_IDreckKc2yKyBG9gwt6-269721-AKDiabetes (Dipep,reckKc2yKyBG9gwt6,no devices,0
Diabetes (Dipeptidyl Peptidase-4 Inhibitors) Preferred,,CHIR_IDrec4TtgvJq0dR5Kui-269722-AKDiabetes (Dipep,rec4TtgvJq0dR5Kui,no devices,0
Diabetes (Metformin),,CHIR_IDrect9WbfNqaZ6J7UB-269726-AKDiabetes (Metfo,rect9WbfNqaZ6J7UB,no devices,0
Diabetes (Sodium Glucose Co-Transporter-2/Dipeptidyl Peptidase-4 Inhibitors),,CHIR_IDrecVToImMYaGO1CKg-269727-AKDiabetes (Sodiu,recVToImMYaGO1CKg,no devices,0
Diabetes (Sodium Glucose Co-Transporter-2 Inhibitors),,CHIR_IDrecrtIqYn6d2QK02g-269728-AKDiabetes (Sodiu,recrtIqYn6d2QK02g,no devices,0
Diabetes (Thiazolidinedione),,CHIR_IDrecJSxylc4ly0PVLt-269729-AKDiabetes (Thiaz,recJSxylc4ly0PVLt,no devices,0
California Small Group 4-Tier HMO and PPO Prescription Drug List (Health Plan),,CHIR_IDrec2NEXwneyFj4Q5A-269769-CACalifornia Smal,rec2NEXwneyFj4Q5A,non-implanted only,8
California Advantage Large Group 3-Tier HMO and PPO Prescription Drug List (Health Plan),,CHIR_IDrech72VW0dP8F2gfV-269770-CACalifornia Adva,rech72VW0dP8F2gfV,non-implanted only,8
California Advantage Large Group 4-Tier HMO and PPO Prescription Drug List (Health Plan),,CHIR_IDrecuEaOn75poIHbWa-269771-CACalifornia Adva,recuEaOn75poIHbWa,non-implanted only,8
Condition Care Rx Program Drug List (FL Health Plan),,CHIR_IDrecbbX93MtYy9DwSa-269772-AKCondition Care ,recbbX93MtYy9DwSa,no devices,0
Master Precertification List (Individuals and Families),,CHIR_IDrecqhB4oDc97sz4rA-269917-ALMaster Precerti,recqhB4oDc97sz4rA,no devices,0
Cushingâ€™s (Korlym) (Preferred),,CHIR_IDrecuifsxiV9wtmbcv-270026-AKCushingâ€™s (Ko,recuifsxiV9wtmbcv,no devices,0
Diabetes (Glucagon-Like Peptide-1 Agonists),,CHIR_IDrecEHzlT6o7L0DhH7-270035-AKDiabetes (Gluca,recEHzlT6o7L0DhH7,no devices,0
Diabetes (Symlin),,CHIR_IDrecfh9ORsUJY4VL7X-270036-AKDiabetes (Symli,recfh9ORsUJY4VL7X,no devices,0
Metformin Extended Release Dispensing Limit,,CHIR_IDrecZsc93DvAOdyceZ-270073-AKMetformin Exten,recZsc93DvAOdyceZ,no devices,0
Multiple Procedures,,CHIR_IDrecT6rV3tapth1wt6-270102-AKMultiple Proced,recT6rV3tapth1wt6,no devices,0
National Direct Drug List Medication Alternatives (NY),,CHIR_IDreczrqZIP5My5CWrJ-270421-NYNational Direct,reczrqZIP5My5CWrJ,non-implanted only,2
"Health Care Acquired Conditions and Present on Admission, Facility (Individual Exchange)",,CHIR_IDrecGcTby8sVBS1k0a-270524-AZHealth Care Acq,recGcTby8sVBS1k0a,no devices,0
Maintenance Medicine List (Health Plan),,CHIR_IDrecMwQ3XRhL1h8taI-271218-AKMaintenance Med,recMwQ3XRhL1h8taI,no devices,0
"Lyumjev and Lyumjev Kwikpen (OR, WA)",,CHIR_IDrecWWil42lsc3BXPk-271367-ORLyumjev and Lyu,recWWil42lsc3BXPk,no devices,0
"Fiasp and Fiasp Flextouch (OR, WA)",,CHIR_IDrec5cLx4dtBzhy0DS-271368-ORFiasp and Fiasp,rec5cLx4dtBzhy0DS,no devices,0
Formulary Exception Criteria for Non-Covered Products,,CHIR_IDrecxvNal3RjbYbQZx-271682-AKFormulary Excep,recxvNal3RjbYbQZx,non-implanted only,5
"High Level Evaluation and Management Services with a Diagnosis of No Abnormal Findings (WA Commercial, Medicare)",,CHIR_IDrecmgg2SF4mJWfLWI-271929-WAHigh Level Eval,recmgg2SF4mJWfLWI,no devices,0
"Surgical Codes - Anatomical Modifiers (WA Commercial, Medicare)",,CHIR_IDrecGoN7YEV0RikvnB-271938-WASurgical Codes ,recGoN7YEV0RikvnB,no devices,0
HMO Benefits Guidelines (Commercial),,CHIR_IDrecZVsqMizBtQCT7o-272758-CAHMO Benefits Gu,recZVsqMizBtQCT7o,no devices,0
"Ambulatory Surgery Center Site of Care (WA Commercial, Medicare)",,CHIR_IDreccBpFcVNpSzlFUm-273698-WAAmbulatory Surg,reccBpFcVNpSzlFUm,no devices,0
"Ozempic (OR, WA)",,"CHIR_IDrecv8vAeJMSTSHvBo-274124-OROzempic (OR, WA",recv8vAeJMSTSHvBo,no devices,0
"Rybelsus (OR, WA)",,"CHIR_IDrecme3PkVIp61hl6L-274125-ORRybelsus (OR, W",recme3PkVIp61hl6L,no devices,0
"Elective Inpatient Services (Commercial, Individual Exchange)",,CHIR_IDrecsA5LFLN78IcMJt-275416-AKElective Inpati,recsA5LFLN78IcMJt,no devices,0
Behavioral Health Coaching and Peer Support Services (Commercial),,CHIR_IDrechZFzKMTYiNlUI0-276524-AKBehavioral Heal,rechZFzKMTYiNlUI0,no devices,0
"Thirty Day Readmission (WA Commercial, Medicare)",,CHIR_IDrec3QcxD9WguB7D05-276545-WAThirty Day Read,rec3QcxD9WguB7D05,no devices,0
Coding Guidelines for Preventive Care Services (Commercial),,CHIR_IDrecxeeyiAji1GWmMs-278193-CACoding Guidelin,recxeeyiAji1GWmMs,no devices,0
"Critical Care when Patient is Discharged to Home (Facility) (WA Commercial, Medicare)",,CHIR_IDrec4eofl5h836wQ6y-278519-WACritical Care w,rec4eofl5h836wQ6y,no devices,0
"Hospital-Acquired Conditions, Never Events & Adverse Events (WA Commercial, Medicare)",,CHIR_IDrecH5Bc2pbWPMaWCe-278520-WAHospital-Acquir,recH5Bc2pbWPMaWCe,no devices,0
"Modifiers JA and JB (WA Commercial, Medicare)",,CHIR_IDrecpiOl3lWF5LJWBf-278521-WAModifiers JA an,recpiOl3lWF5LJWBf,no devices,0
Northern California Commercial HMO Formulary (CA Health Plan),,CHIR_IDreckrA5cy2bnt2ioG-281732-CANorthern Califo,reckrA5cy2bnt2ioG,no devices,0
Northern California Commercial HMO Formulary (CA Health Plan),,CHIR_IDrectwWBBN5xzoEHai-281732-CANorthern Califo,rectwWBBN5xzoEHai,no devices,0
Northern California Commercial HMO Formulary (CA Health Plan),,CHIR_IDrecy3OGBfPGeEq5bh-281732-CANorthern Califo,recy3OGBfPGeEq5bh,no devices,0
Southern California Commercial HMO Formulary (CA Health Plan),,CHIR_IDrec1D2BWzyJv6IbTV-281734-CASouthern Califo,rec1D2BWzyJv6IbTV,no devices,0
Southern California Commercial HMO Formulary (CA Health Plan),,CHIR_IDreciKCcbwZUxBpSdv-281734-CASouthern Califo,reciKCcbwZUxBpSdv,no devices,0
Southern California Commercial HMO Formulary (CA Health Plan),,CHIR_IDrecoxtFvLPIHTnRKo-281734-CASouthern Califo,recoxtFvLPIHTnRKo,no devices,0
"Omnipod EROS Insulin Pump (OR, WA Commercial, Medicare)",,CHIR_IDrecRJyD7HKQeGkwLl-282156-OROmnipod EROS In,recRJyD7HKQeGkwLl,no devices,0
"Omnipod DASH Insulin Pump (OR, WA Commercial, Medicare)",,CHIR_IDrecbAT7zKqfcRt205-282157-OROmnipod DASH In,recbAT7zKqfcRt205,no devices,0
Prescription Drug Prior Authorization or Exception Request,,CHIR_IDrecr09zhhuEakIAah-282527-FLPrescription Dr,recr09zhhuEakIAah,no devices,0
"Afrezza (DC/MD/VA Exchange, MD Medicaid)",,CHIR_IDrecfbcd8bICjJcihG-282873-DCAfrezza (DC/MD/,recfbcd8bICjJcihG,no devices,0
"Antihyperglycemic-Biguanides, Fortamet, Glumetza, Metformin (DC/MD/VA Exchange, MD Medicaid)",,CHIR_IDrecfbRH6Nm4QWM7FO-282874-DCAntihyperglycem,recfbRH6Nm4QWM7FO,no devices,0
"Basaglar, Semglee (DC/MD/VA Exchange, MD Medicaid)",,"CHIR_IDrecgFJSJQt0jTz9zI-282875-DCBasaglar, Semgl",recgFJSJQt0jTz9zI,no devices,0
"Insulins (DC/MD/VA Exchange, MD Medicaid)",,CHIR_IDrecO9EC1trN6u99x5-282879-DCInsulins (DC/MD,recO9EC1trN6u99x5,no devices,0
"Levemir, Tresiba, Toujeo (DC/MD/VA Exchange, MD Medicaid)",,"CHIR_IDrecLauLUG0vhlBbZQ-282881-DCLevemir, Tresib",recLauLUG0vhlBbZQ,no devices,0
"Humulin R U-500 Concentrated (OR, WA Commercial, Medicare)",,CHIR_IDrec03z9oleLJ41DwV-283416-ORHumulin R U-500,rec03z9oleLJ41DwV,no devices,0
"InPen Smart Insulin Pen (OR, WA Commercial, Medicare)",,CHIR_IDrecOejkKXJXKfoNPb-283418-ORInPen Smart Ins,recOejkKXJXKfoNPb,no devices,0
"Administrative Guideline (Commercial, Individual Exchange and Medicare Advantage)",,CHIR_IDrecYZL28ZTL2UOquO-283827-AKAdministrative ,recYZL28ZTL2UOquO,non-implanted only,1
Diabetes Continuous Glucose Monitoring,,CHIR_IDrecsPjQpRyXl7cnMD-284481-AKDiabetes Contin,recsPjQpRyXl7cnMD,both implanted and non-implanted,7
DPP4 Inhibitors for Diabetes,,CHIR_IDrecFqhX8Fml47e9xv-284850-AKDPP4 Inhibitors,recFqhX8Fml47e9xv,no devices,0
Glucose Monitoring Supplies,,CHIR_IDrecoNQP5yNFaHtgUo-284862-AKGlucose Monitor,recoNQP5yNFaHtgUo,no devices,0
Continuous Glucose Monitor (Commercial),,CHIR_IDrec9V7gtDKZBp3vkf-284869-TXContinuous Gluc,rec9V7gtDKZBp3vkf,non-implanted only,5
"Antihyperglycemics, DPP4 Inhibitors, DPP4 Combination (DC/MD/VA Exchange)",,CHIR_IDrec0RJp6VAOG2bBpb-286349-DCAntihyperglycem,rec0RJp6VAOG2bBpb,no devices,0
"Antihyperglycemics, Incretin Mimetic (DC/MD/VA Exchange)",,CHIR_IDrecb1O9HBiBW9whJn-286352-DCAntihyperglycem,recb1O9HBiBW9whJn,no devices,0
"Soliqua, Xultophy (DC/MD/VA Exchange, MD Medicaid)",,"CHIR_IDrecS2MGHDqRkzQvRz-286361-DCSoliqua, Xultop",recS2MGHDqRkzQvRz,no devices,0
SGLT-2 Inhibitors (DC/MD/VA Exchange),,CHIR_IDrecuZqAzj8Jm2YkGp-286367-DCSGLT-2 Inhibito,recuZqAzj8Jm2YkGp,no devices,0
Standard Plan Generics and Preferred Brands Drug List for the National Preferred Drug List (Health Plan),,CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,rec9TSEoHzm9YHyfK,non-implanted only,3
Standard Plus Plan Generics and Preferred Brands Drug List for the National Preferred Drug List (Health Plan),,CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,recLeYx1W3KeMjAbG,non-implanted only,4
"Diabetic Test Strips, Lancets, and Pen Needles (Commercial)",,CHIR_IDrec9vQuFJCyzb0I2E-286749-AKDiabetic Test S,rec9vQuFJCyzb0I2E,no devices,0
Associate Level Mental Health Care (WA),,CHIR_IDrecLVBCQfz9YFxlI9-286855-WAAssociate Level,recLVBCQfz9YFxlI9,no devices,0
Infertility Clinics (Commercial),,CHIR_IDrecl9bdGRuumzqYSO-286952-AKInfertility Cli,recl9bdGRuumzqYSO,no devices,0
Cardiac Surgery Facilities (Commercial),,CHIR_IDrecnCByM1x5WUPLtV-286956-AKCardiac Surgery,recnCByM1x5WUPLtV,no devices,0
Orthopedic Surgery Facilities (Commercial),,CHIR_IDrecrJ7WW2ouklgNNL-286957-AKOrthopedic Surg,recrJ7WW2ouklgNNL,no devices,0
GCIT Facilities (Commercial),,CHIR_IDrecfv0B4U82GQylC7-286958-AKGCIT Facilities,recfv0B4U82GQylC7,no devices,0
Injectable Drugs Requiring PA (WA Commercial),,CHIR_IDrecNV9rjtLgZGw6wA-28719-WAInjectable Drug,recNV9rjtLgZGw6wA,no devices,0
New Mexico Advantage Large Group 3-Tier Prescription Drug List (Health Plan),,CHIR_IDrecPdRw84rrnkmbty-287363-NMNew Mexico Adva,recPdRw84rrnkmbty,non-implanted only,8
New Mexico Advantage Large Group 4-Tier Prescription Drug List (Health Plan),,CHIR_IDrecLD7amneYLQvyjB-287364-NMNew Mexico Adva,recLD7amneYLQvyjB,non-implanted only,8
New Mexico Access Large Group 3-Tier Prescription Drug List (Health Plan),,CHIR_IDrec5VTv2yXWbVosEN-287365-NMNew Mexico Acce,rec5VTv2yXWbVosEN,non-implanted only,8
New Mexico Access Large Group 4-Tier Prescription Drug List (Health Plan),,CHIR_IDrechWhLNq0KcHdVDT-287366-NMNew Mexico Acce,rechWhLNq0KcHdVDT,non-implanted only,8
New Mexico Essential Large Group 4-Tier Prescription Drug List (Health Plan),,CHIR_IDrecQzzcRla6TEH3VF-287367-NMNew Mexico Esse,recQzzcRla6TEH3VF,non-implanted only,8
Medical-Network Adequacy Provision (NAP) Exception Request,,CHIR_IDrecJUHa01oUEDbibC-287420-AKMedical-Network,recJUHa01oUEDbibC,no devices,0
New and Emerging Medical Technologies and Procedures,,CHIR_IDreciVN6YwJGDZw8YN-287604-WANew and Emergin,reciVN6YwJGDZw8YN,no devices,0
Prescription Drug Request (CA Commercial),,CHIR_IDrecz0ruhagSBKJEJw-287651-CAPrescription Dr,recz0ruhagSBKJEJw,no devices,0
Prescription Drug Prior Authorization Request (LA),,CHIR_IDrec6LwPI18n7d6yL8-287652-LAPrescription Dr,rec6LwPI18n7d6yL8,no devices,0
